album_id,artist_id,album_name,album_popularity,releaste_date
0zAXq7CQ2iF2P5Ud2ZpDKa,7uC8yor207bUZeH2sPLI6Q,The Winners,33,2019-09-27
4462gjWz3403IpdzqHBHvl,4Ga1P7PMIsmqEZqhYZQgDo,We Love You Tecca,58,2019-09-06
1I6FpscJIfwf4T56VxGVsB,4Ga1P7PMIsmqEZqhYZQgDo,We Love You Tecca,90,2019-08-30
1bnHPO4dKK7IjvgrtVBcQh,50co4Is1HCEo8bhOyUWKpn,So Much Fun,88,2019-08-16
3LgNJmZ4QPkSvdt9JB8Tb8,0LyfQWJT6nXafLPZqxe9Of,BTS WORLD (Original Soundtrack),67,2019-06-28
2DjfazR5N3TgXBQ7oVALA1,0VRj0yCOv2FXJNP47XQnx5,QUAVO HUNCHO,72,2018-10-12
6FED8aeieEnUWwQqAO9zT1,6extd4B6hl8VTmnlhpl2bY,Huncho Jack, Jack Huncho,72,2017-12-21
3YGBHF0AsDN2VHICXQj8pH,0VRj0yCOv2FXJNP47XQnx5,Quality Control Music,31,2017-11-10
2a6y0iANWmfh1nhaq4X09J,0VRj0yCOv2FXJNP47XQnx5,ATL,39,2017-06-23
5fzNN6EKHEZyqfBs4MFMrA,0VRj0yCOv2FXJNP47XQnx5,Double Trouble (Quavo feat. Meek Mill),41,2019-08-14
04FvpoMtidMYTKIl7XqYSk,5zB4FgmxvPsn1G4TeKO62C,A Million,40,2019-07-19
2Vr4RgQvp8DvEVcQUpjfAE,5zB4FgmxvPsn1G4TeKO62C,A Million,25,2019-07-19
3ohU7IZ0HmrTQd90Xqt3TH,3wyVrVrFCkukjdVIdirGVY,Pose To Do (feat. French Montana and Quavo),51,2019-07-19
37Rz3XLdW8ci3K4UslRaHs,2jku7tDXc6XoB6MO2hFuqg,Broke Leg (with Quavo & Tyga),60,2019-05-31
0oHUyB9lFZHnCaNEhWMHTt,0VRj0yCOv2FXJNP47XQnx5,Too Much Shaft (with Saweetie) [From Shaft: Original Motion Picture Soundtrack],31,2019-05-17
4uEqlHBpU35jPpYHTvcELq,7kwCkEJ384PWm0UQW3hxjS,Bacc At It Again,54,2019-03-15
4oMiA12pUkEghmi9mw9OAm,0VRj0yCOv2FXJNP47XQnx5,B U B B L E G U M,39,2018-08-10
6gQnUie7nF03zOG4HTqqbP,0VRj0yCOv2FXJNP47XQnx5,L A M B T A L K,45,2018-08-10
4XgTZqi7b25HmhO4wxrpWB,0VRj0yCOv2FXJNP47XQnx5,W O R K I N M E,57,2018-08-10
02drHFQa59AoJWU6DXSSjd,0QHgL1lAIqAw0HtD7YldmP,No Brainer,69,2018-07-27
6oeUSQqp8hFzy5VSFpwlri,7HkdQ0gt53LP4zmHsL0nap,Boo'd Up (with Nicki Minaj & Quavo) [Remix],45,2018-07-04
7ixZfHwD16W5yfPXZFyEKH,7CUFPNi1TU8RowpnFRSsZV,Réseaux,40,2018-04-27
4LMANShgWEJGRndfFJc6lz,1mceaxtjWdEmwoDVAlkC41,Wake Up & Cook Up,18,2017-12-08
3QL5SDLpu79KrQAW3jhJ8y,790FomKkXshlbRYZFtlgla,Ahora Me Llama (Remix),53,2017-10-06
3oeiU8nG5eDm5YPpDvK6eS,246dkjvS1zLTtiykXe5h60,Congratulations (Remix),49,2017-06-16
1bnHPO4dKK7IjvgrtVBcQh,50co4Is1HCEo8bhOyUWKpn,So Much Fun,88,2019-08-16
4OHfmMUq6xwCo8zfQuc9Rf,50co4Is1HCEo8bhOyUWKpn,Slime Language,66,2018-08-17
187UNqZ7MX3neMYkkevmdm,1RyvyyTE3xzB2ZywiAwp0i,SUPER SLIMEY,65,2017-10-20
51KZKzPd3OQT1r46a55VTt,50co4Is1HCEo8bhOyUWKpn,Beautiful Thugger Girls,69,2017-06-16
7EpUpNUkkEGnaCvkcn1j4H,50co4Is1HCEo8bhOyUWKpn,JEFFERY,64,2016-08-26
2z4c8M8aVzl7CTobIp36KF,50co4Is1HCEo8bhOyUWKpn,Slime Season 3,64,2016-03-25
4Rj8KShBw1IrBW3A7wsEmi,6oMuImdp5ZcFhWP0ESe6mG,MigoThuggin,35,2016-03-18
4sAB9WulPpnAcig7alDGTg,50co4Is1HCEo8bhOyUWKpn,I'm Up,55,2016-02-05
3etiSiRWBRUkJ4vMW2s3DK,50co4Is1HCEo8bhOyUWKpn,1017 Thug,32,2015-12-11
78loeIeCZcivfY7nSFUkzC,50co4Is1HCEo8bhOyUWKpn,1017 Thug,26,2015-12-11
0ZTiZtSpSm5Px4sVZQa0WR,13y7CgLHjMVRMDqxdx0Xdo,Young Thugger Mane La Flare,18,2015-12-11
3qIk608h23slt7KEqhEyj4,13y7CgLHjMVRMDqxdx0Xdo,Young Thugger Mane La Flare,32,2015-12-11
5yu0WHG7kYQuFA7GdOQL9Y,13y7CgLHjMVRMDqxdx0Xdo,The Purple Album,23,2015-06-09
0BsMZIueWsJLWng8A7sE8e,50co4Is1HCEo8bhOyUWKpn,Barter 6,63,2015-04-16
2ppw6DFuPFHi4EOGLxHX2F,5lHRUCqkQZCIWeX7xG4sYT,RG2,18,2015-02-23
7a3rhn1csJY4CbdqcQsMcy,50co4Is1HCEo8bhOyUWKpn,Brick Sqaud,27,2014-11-18
1ohvUqk3WHrOnRWnwyA4X6,50co4Is1HCEo8bhOyUWKpn,Ready for War,13,2014-08-15
6gALrQWLe3Z2cMMZvV4Dz7,50co4Is1HCEo8bhOyUWKpn,Street Is Watching (The Mix-Tape),34,2014
4k4w4MLXdY084qrbMGy9Sg,50co4Is1HCEo8bhOyUWKpn,I Came from Nothing 2,33,2011-12-20
7hXWMVDn9SVV7zNYiQGvWO,50co4Is1HCEo8bhOyUWKpn,Hot (Remix) [feat. Gunna and Travis Scott],76,2019-11-01
0RK6vpJWuCZpNWNdRJ8rpY,2jku7tDXc6XoB6MO2hFuqg,LoVE me NOw (ReLoAdeD),75,2018-10-26
4RQIHpmmapmEpOFNi2GvAB,2jku7tDXc6XoB6MO2hFuqg,MEMORIES DON'T DIE,67,2018-03-02
5tBOCi2TekXZ1IbrmlBZO4,2jku7tDXc6XoB6MO2hFuqg,I Told You,68,2016-08-19
6F8mOzZgINIIQDjCaegXH4,2jku7tDXc6XoB6MO2hFuqg,Jerry Sprunger (with T-Pain),64,2019-11-08
3c7jZnPFvxVVx2RGK5EDyN,2oZq6t5DkE2BdGbD6x8RXh,2 Cups,60,2019-09-25
0DBS0774L8jepyQVJ1rPQZ,2oZq6t5DkE2BdGbD6x8RXh,2 Cups,30,2019-09-25
6WGgawm700RjDIT7xvZBkm,67vv9AdRksCdxgcB40wKxF,Pull Up,45,2019-09-13
35m5NO6I4o9OGY1Hc7LUXN,0GM7qgcRCORpGnfcN2tCiB,Feel It Too,49,2019-09-06
4xOKqHPmVztXkOS7CSHcSN,0GM7qgcRCORpGnfcN2tCiB,Feel It Too (with Jessie Reyez & Tory Lanez),56,2019-09-06
2kznyvJ3wZGFCA1eYrjUC9,2jku7tDXc6XoB6MO2hFuqg,Forever,65,2019-07-19
36Awzpo9leaGlyCf5cIG87,2jku7tDXc6XoB6MO2hFuqg,Melee,52,2019-07-12
37Rz3XLdW8ci3K4UslRaHs,2jku7tDXc6XoB6MO2hFuqg,Broke Leg (with Quavo & Tyga),60,2019-05-31
0JDoNU0AZ54Ng8e2iPTKRs,2jku7tDXc6XoB6MO2hFuqg,Freaky,64,2019-03-15
5gj88AvRakDbbIUtC7cDzZ,2jku7tDXc6XoB6MO2hFuqg,TAlk tO Me (with Rich The Kid feat. Lil Wayne) [Remix],65,2018-11-27
0ddRkZjGcRWxyCQWkWF3UN,2jku7tDXc6XoB6MO2hFuqg,Pa Mi (with Ozuna),55,2018-06-08
65Vh8BvXHiJJGHDafE1sx0,2LZDXcxJWgsJfKXZv9a5eG,Miss You (Remixes),29,2018-04-06
5Q44tz5m4c6y4pG7VPjfj6,2LZDXcxJWgsJfKXZv9a5eG,Miss You (with Major Lazer & Tory Lanez),54,2018-01-16
4x2T0CZ0uxbA3Z6hL1Vq14,5olrQpDroHT7sjmYWMLivy,Canada Goose,46,2017-12-10
10NBbFywS7VyWL4fpAWd4N,2jku7tDXc6XoB6MO2hFuqg,I Sip,53,2017-11-16
2S6OdjUhLCzyNgpMPdoMc0,2jku7tDXc6XoB6MO2hFuqg,LUV (Snakehips Remix),31,2016-12-09
2FFSF7wM4kWUcKmJYQ4izI,6PXS4YHDkKvl1wkIl4V8DL,Bruce Wayne,40,2018-06-08
1wCr7zhB4lMa2vZVhu4ty6,6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,55,2015-09-25
0anV94U9gWqZLR72g2FXzI,6PXS4YHDkKvl1wkIl4V8DL,For My Fans,39,2015-09-25
2cYhrR6670xQFyx1Lf474S,658X86qMyJpSRY87oPvExU,Watch Out (feat. Fetty Wap),45,2019-11-01
6PSc7caJrncUQe5aewfW6z,6PXS4YHDkKvl1wkIl4V8DL,Brand New,49,2019-09-27
7pd4vm5v7r4uCcpErAUXDC,6PXS4YHDkKvl1wkIl4V8DL,Brand New,39,2019-09-26
0ZNDVHEPSJno1D7LnPSOar,6PXS4YHDkKvl1wkIl4V8DL,Zoo (feat. Tee Grizzley),48,2019-08-09
6udQgzYavJz1rg3fy7Od5O,6PXS4YHDkKvl1wkIl4V8DL,Birthday (feat. Monty),61,2019-06-07
1LP7TzTi9vKEtU2xt3Iw0J,6PXS4YHDkKvl1wkIl4V8DL,Birthday (feat. Monty),22,2019-06-07
4KXtIbLIzJ0x42t9TNsHlg,0jcl46xRBm9LKIwrKGQPE6,With U,27,2019-05-17
0WRz29Ho5CSmvoCDNQsHmX,6PXS4YHDkKvl1wkIl4V8DL,History,32,2019-02-18
55Tj3KAoZHbFYeQ0soUxpq,0UF5mrABjNwzMZ1WoyLCFi,CAN'T GET ENOUGH,23,2019-01-17
5M1z3wVRrUt7nHlQdUtWBn,0UF5mrABjNwzMZ1WoyLCFi,100k,16,2019-01-11
4RaGAl1ZHDwpKVpGu9Tt3U,6PXS4YHDkKvl1wkIl4V8DL,Trippin Baby,42,2019-01-07
22uCkAmewPKLBjDsOh4OJo,53VAKbI2fXRs1PwG6DVToP,Stoop Kids (feat. Fetty Wap),29,2018-09-28
5pEXuPZfDItGkyOPZ29htT,53VAKbI2fXRs1PwG6DVToP,Bodega Remix (feat. Fetty Wap),33,2018-08-24
1vCRlg0576ChhDVByOZSX5,3EiLUeyEcA6fbRPSHkG5kb,F.L.Y. (feat. Fetty Wap),23,2018-04-20
1LrINg0k55qp2SkpFBp1Eg,7DMveApC7UnC2NPfPvlHSU,Feels Great (feat. Fetty Wap & CVBZ) [BKAYE Remix],25,2018-02-16
1tDXJc4yRfjgCnENYtXjSo,7DMveApC7UnC2NPfPvlHSU,Feels Great (feat. Fetty Wap & CVBZ) [Party Pupils Remix],21,2018-01-26
5hCtxfbpoV2hUrR1nMcpeU,7gZfnEnfiaHzxARJ2LeXrf,KEKE,44,2018-01-14
4c2p3TdN7NcQfCXyueCNnC,6vXTefBL93Dj5IqAWq6OTv,Jungle Rules,74,2017-07-14
2r6t7ccmrPVSd2cQ4Hg5gi,6vXTefBL93Dj5IqAWq6OTv,Coke Boys (Deluxe Collectors Edition),58,2014-11-11
2Af2xpOLk0VzzJqmqtAW8T,6vXTefBL93Dj5IqAWq6OTv,Excuse My French (Deluxe),49,2013-01-01
4Mg0YgcE9AYYuvid82Ppub,6vXTefBL93Dj5IqAWq6OTv,Excuse My French,28,2013-01-01
0DlKjiwJm8Rf68PU24uyoL,6vXTefBL93Dj5IqAWq6OTv,Excuse My French,35,2013-01-01
3Lm9dt9CbCjXcs65CXXK8h,6vXTefBL93Dj5IqAWq6OTv,Excuse My French,4,2013-01-01
0viPskD4pyzBeuXTzsZPK8,6vXTefBL93Dj5IqAWq6OTv,Im a Motherfckin Coke Boy,17,2012-12-10
6To5QfUAWtSIYzIS9bqzMG,6vXTefBL93Dj5IqAWq6OTv,Dope Couture,12,2012-11-19
7KyWDnJ3lyCwq7IvF3qnRj,6vXTefBL93Dj5IqAWq6OTv,Coke Boys 3,34,2012-11-06
3jY530B68THqJUzx3uNLKa,6vXTefBL93Dj5IqAWq6OTv,Lock Out,30,2012
1dOMtl1MR3L3kxn9sgKbsv,6vXTefBL93Dj5IqAWq6OTv,Casino Life: Mr. 16,37,2011-02-16
5XO3AMoaPFcF3SSY8wMpmj,6vXTefBL93Dj5IqAWq6OTv,Coke Boys 2,31,2011
0hxTM6isophoY8wq5sjYg0,6vXTefBL93Dj5IqAWq6OTv,Casino Life - Mr. 16,11,2011
5q9EcrbRPXsrVVrRyIH8gR,6vXTefBL93Dj5IqAWq6OTv,Coke Boys Tour,25,2010-10-20
47fRnYCk13PNR7xSY4ikOX,6vXTefBL93Dj5IqAWq6OTv,Coke Boys,28,2010-09-15
2PpxxoArVS7VEVhZlSOhY1,6vXTefBL93Dj5IqAWq6OTv,Coke Wave 2,22,2010-09-07
72nWp7Nzops5TbonDkj8ch,6vXTefBL93Dj5IqAWq6OTv,Cocaine Konvicts,23,2009-09-07
3nRP1rcJVLhFkoKO9ArUHS,6vXTefBL93Dj5IqAWq6OTv,Goon Music 2.0,20,2009-05-05
1J6cnvBcyU2Sjl9UZCOlBb,6vXTefBL93Dj5IqAWq6OTv,French Revolution,21,2007-09-04
7rmnGDfffE9OoCScZ4pjjU,6vXTefBL93Dj5IqAWq6OTv,Twisted (feat. Logic & A$AP Rocky),63,2019-10-11
2ellIuTAeZqsBDVqGpNe9R,1ShZZUjkbXCjhwrb18BA8I,Carnival,61,2019-07-26
6T8tuMwsp0Kl038D4kh2dM,6t1gpxYbY8OlLA7D2RiikQ,I'm Not Alright (Zack Martino Remix),33,2019-11-01
32pymnY1Z0ksGiP00gHtKu,6t1gpxYbY8OlLA7D2RiikQ,I'm Not Alright (Frank Walker Remix),30,2019-10-04
3aRRor1NBGd6zdgAplWM43,6t1gpxYbY8OlLA7D2RiikQ,I'm Not Alright (EDX's Dubai Skyline Remix),41,2019-09-13
6G8pXdDUY8s871Z7pLXu2Y,1ShZZUjkbXCjhwrb18BA8I,La La Land (feat. OVAN),36,2019-09-05
3AaYBMcqoBYcZLfBsNDLri,6t1gpxYbY8OlLA7D2RiikQ,I'm Not Alright,49,2019-07-12
7LaDHF5PnBVAgLVTcczi94,6t1gpxYbY8OlLA7D2RiikQ,I'm Not Alright,19,2019-07-12
2UfIYmCJf5pvhiaYH8X0fK,1ShZZUjkbXCjhwrb18BA8I,La La Land EP,61,2019-07-05
3vZmHuUzOwNEiWabjxY7zt,1ShZZUjkbXCjhwrb18BA8I,La La Land,48,2019-06-07
6qIMguHB7RbQNQuJXSDTnS,1ShZZUjkbXCjhwrb18BA8I,La La Land (feat. YG) [ARKADI Remix],33,2019-05-24
0uEsmL4LP4fOPwa5ZVXICS,1ShZZUjkbXCjhwrb18BA8I,La La Land (feat. YG),56,2019-03-01
3FU1R1Z2BpkQJbnZnh4vyV,5KnoVkIUGmK0PiDKMjz2LM,Control (feat. Bryce Vine & Dan Caplen),51,2018-11-23
5MirZPdM7d3AxK2ydiHeuB,1ShZZUjkbXCjhwrb18BA8I,Drew Barrymore EP,40,2018-08-17
6jiCRHd8yYXOQbCTwlwm0b,1ShZZUjkbXCjhwrb18BA8I,On the Ball,47,2018-06-22
6lU3bb8FhDHYkZKfZorLha,1ShZZUjkbXCjhwrb18BA8I,Drew Barrymore (feat. Wale),46,2018-05-11
5PPDA9I1d0sl1NMbb7Pj5b,1ShZZUjkbXCjhwrb18BA8I,Drew Barrymore,64,2017-12-01
09x6uS52WV70uys3Kw19o7,1ShZZUjkbXCjhwrb18BA8I,Bella (feat. Emma Zander),53,2017-11-30
7KJdMwLiBo8q4tZSYZvhMV,1ShZZUjkbXCjhwrb18BA8I,The Fall,43,2016-09-30
2muUrs6EQW9noSDzHpnLZY,1ShZZUjkbXCjhwrb18BA8I,The Fall,44,2016-09-30
5UOImThFBmntV6lpCllNFU,1ShZZUjkbXCjhwrb18BA8I,Sunflower Seeds,55,2016-08-26
7dQ734EW0iLvQfF6vBFNiZ,5CiGnKThu5ctn9pBxv7DGa,FRIENDS KEEP SECRETS,74,2018-12-07
669dgT2kmrAMrrPaEEHWyE,5CiGnKThu5ctn9pBxv7DGa,Graduation (with Juice WRLD),72,2019-08-30
2IUVG5x1G7l0TW1LA61Eyy,5CiGnKThu5ctn9pBxv7DGa,I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy),71,2019-02-28
1LQCzEUoXIGLH9qLfsV7Ur,5CiGnKThu5ctn9pBxv7DGa,I Found You / Nilda’s Story (with Calvin Harris & Miguel),53,2019-01-04
1L5crFW0oLBfmg007gKzxx,5CiGnKThu5ctn9pBxv7DGa,Roses (with Juice WRLD feat. Brendon Urie),65,2018-12-05
0289KRg78G6kSjE9tx9sqE,5CiGnKThu5ctn9pBxv7DGa,Better To Lie (with Jesse & Swae Lee),44,2018-11-30
3jfSJj7tHJxk1a4i2KZt9F,5CiGnKThu5ctn9pBxv7DGa,I Found You (with Calvin Harris),63,2018-11-02
6T3cWvfXW2hSV27SENATUk,5CiGnKThu5ctn9pBxv7DGa,Eastside (with Halsey & Khalid) [Acoustic],53,2018-08-17
7pkLXlFdpQDfmHujT2AbBK,5CiGnKThu5ctn9pBxv7DGa,Eastside (with Halsey & Khalid),75,2018-07-12
4ABOKRlC2AZWJ3TPiFUw8r,6baWjwY7WiVPCZcW7pqqhz,Don't Wait (Remixes),39,2014-05-23
6A1F3Fkq5dYeYYNkXflcTX,23zg3TcAtWQy7J6upgbUnj,Raymond v Raymond (Expanded Edition),72,2010-03-30
5GhKGrFaw4V1oSvnkHmn2s,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson: The Complete Remix Suite,36,2009-10-20
0llyIxX3nDC3hobbGibVZl,0c173mlxpT3dSFRgMO8XPh,Double Or Nothing (& Metro Boomin),66,2017-12-08
0XAIjjN5qxViVS0Y5fYkar,0c173mlxpT3dSFRgMO8XPh,I Decided.,73,2017-02-03
4Nlbt2EuXedr6UqaeXEI4c,0c173mlxpT3dSFRgMO8XPh,Dark Sky Paradise (Deluxe),58,2015-02-24
1j2x7FJXTgUT0X5hZ8TDXE,0c173mlxpT3dSFRgMO8XPh,Dark Sky Paradise,71,2015-02-24
4TQQatT1Z2q4iIPcja4zGB,0c173mlxpT3dSFRgMO8XPh,Good Music Chicago,27,2013-02-19
2kSTssn90EgrYWNlWZJ9r4,0c173mlxpT3dSFRgMO8XPh,Hall Of Fame (Deluxe),51,2013-01-01
6YxrEdw7cMY72Y1nLOkl3n,0c173mlxpT3dSFRgMO8XPh,Hall Of Fame (Deluxe),33,2013-01-01
3j5e6ptSj2JQeI169yH0lh,0c173mlxpT3dSFRgMO8XPh,Hall Of Fame,30,2013-01-01
4GZRT7uSmZOmmp3iEsFuj7,0c173mlxpT3dSFRgMO8XPh,Hall Of Fame,25,2013-01-01
19DGkH750PrQMMnKqBAxfY,0c173mlxpT3dSFRgMO8XPh,Finally Famous (Deluxe),57,2011-01-01
2fRLnox9PQ9nos2YYdcYwE,0c173mlxpT3dSFRgMO8XPh,Finally Famous,53,2011-01-01
6UgZHNJFfmKLSGLuW9T114,0c173mlxpT3dSFRgMO8XPh,Bezerk,70,2019-08-26
5p2FvVIJp1C8VmvAjRRpmJ,0c173mlxpT3dSFRgMO8XPh,Bezerk,41,2019-08-26
0AIFISfeloajgVP5fB9ulV,0c173mlxpT3dSFRgMO8XPh,Single Again,66,2019-07-26
7JnRw2TyqBA2qEXGZZ5Za5,0c173mlxpT3dSFRgMO8XPh,Overtime,58,2019-07-24
14kA1eCiPtbDjehcLkhWIX,0QHgL1lAIqAw0HtD7YldmP,Jealous (feat. Lil Wayne),36,2019-05-10
5xwYcyBAqC5r1rYImYxwQo,3ScY9CQxNLQei8Umvpx5g6,Momma,34,2018-05-11
1Nu5sr7MKZN56HDBM0mf9o,3ScY9CQxNLQei8Umvpx5g6,Momma,9,2018-05-11
4z8JdeIbYDCn6pes0kIc1j,26VFTg2z8YR0cCuwLzESi2,Alone (Remixes) (Feat. Big Sean & Stefflon Don),49,2018-05-04
0D6QY2HNsCIFcL636qePwj,0NWbwDZY1VkRqFafuQm6wk,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),55,2018-03-29
6KZVR6dQUk0o81tgmECV1h,5i4BaWy8YIun1u3RXwmlWn,say it back,48,2019-09-04
11Qj26GALY0xPZOn5Ser00,5i4BaWy8YIun1u3RXwmlWn,she's no angel,59,2018-11-01
70MPfXExA0exvxma2bvref,5i4BaWy8YIun1u3RXwmlWn,do u even miss me at all?,66,2019-10-04
6hu4FQJzWo1q2WH04wEfVv,5i4BaWy8YIun1u3RXwmlWn,do u even miss me at all?,33,2019-10-04
2pf29yneZL9O5t38ClGyWI,5i4BaWy8YIun1u3RXwmlWn,dangerous,39,2019-08-30
2MSkmPSKYiqQu1G7Av79hk,5i4BaWy8YIun1u3RXwmlWn,no games,33,2019-08-21
02YJ12w2iyEcaNM2hqOAPu,5i4BaWy8YIun1u3RXwmlWn,señorita,35,2019-07-30
4CIjk3I5h7vuS0DKARuV0H,5i4BaWy8YIun1u3RXwmlWn,maliboo,34,2019-06-20
6aJMdMFZtR0VpU2BmXzV6O,5Z5jUyiNvFaqp0EVyLNf0p,Top Ten,26,2019-06-01
4RRTXf3WFRMFisOipYMDvE,5i4BaWy8YIun1u3RXwmlWn,how u get,34,2019-05-22
6UvHwryxvtcy7aYS4giGF6,5i4BaWy8YIun1u3RXwmlWn,close,39,2019-01-24
2Re2YtfK9vnEIginPskARB,5i4BaWy8YIun1u3RXwmlWn,5 shots,49,2018-06-21
3ImdFZIU5i3Ic2vt5vJMqO,5i4BaWy8YIun1u3RXwmlWn,used to it,29,2018-03-21
4pXD2K3TXeXznXYLuQsCV8,5i4BaWy8YIun1u3RXwmlWn,hit my line,34,2017-12-18
6g4PG10en2YSHQuiVrwY21,5i4BaWy8YIun1u3RXwmlWn,independent,38,2017-11-08
6hrla5I0TF37GCm9Wim8Ja,5i4BaWy8YIun1u3RXwmlWn,pop a pill,58,2017-10-18
2s45ZUZ1LplKiSeh3JBtPQ,5i4BaWy8YIun1u3RXwmlWn,wave,51,2017-09-04
4ed25dBfTzZwXrDDY4zRrB,5i4BaWy8YIun1u3RXwmlWn,jealous,48,2017-06-13
0JeYnRGp1pgcy2MKgjSP31,5i4BaWy8YIun1u3RXwmlWn,backstreet boy meets world,43,2017-02-21
5JjfzGpKjAXhEyXLqmfS09,5i4BaWy8YIun1u3RXwmlWn,lax,31,2017-02-06
4dLLebdeyxmLDUOmUgmkEg,1pPmIToKXyGdsCF6LmqLmI,Rich Forever 4,60,2019-08-02
6GDXnx6AUDGH0tpxXQX0Kn,1pPmIToKXyGdsCF6LmqLmI,The World Is Yours 2,73,2019-03-22
1Hno6CtKbaFNAEPjRHDrc6,1pPmIToKXyGdsCF6LmqLmI,The World Is Yours,73,2018-03-30
29ljL5QvYMhy07hjzhSG4y,1pPmIToKXyGdsCF6LmqLmI,Go Up (feat. Roddy Ricch),56,2019-07-12
6krJbTQFsYKWdXJJa1WCYr,1pPmIToKXyGdsCF6LmqLmI,Party Bus,51,2019-06-28
434dmcn4qR3gcSJtYe5u0y,1gB3jZtQlMrqWXzuLJ4zEK,No Texting,29,2019-06-14
2V0oRqTrgat2MBLSYkWbno,2zJoKYyLmhvsq3ORbXE7xF,Gods Plan,25,2019-05-22
5gj88AvRakDbbIUtC7cDzZ,2jku7tDXc6XoB6MO2hFuqg,TAlk tO Me (with Rich The Kid feat. Lil Wayne) [Remix],65,2018-11-27
3pyOkSvt5c8AV6gkzpjUhG,1pPmIToKXyGdsCF6LmqLmI,Mo Paper,40,2018-10-26
6fhVMiSDpLcRlrJxaZQtm3,1fctva4kpRbg2k3v7kwRuS,Pablo (with Sfera Ebbasta & Rich The Kid feat. Moneybagg Yo & Lil Baby) [Remix],43,2018-10-12
0pSoTEjs0sMEUoyhUijJtL,1ackd5XprZEkH3McKbQD51,Echa Pa Aca,43,2018-08-03
5y7sMLGA4Jx2ZrCPWv8qSV,1pPmIToKXyGdsCF6LmqLmI,Plug Walk (feat. Gucci Mane, YG, 2Chainz) [Remix],52,2018-06-20
25YtPJhzR7wT9Q45yhP8Gn,1pPmIToKXyGdsCF6LmqLmI,Bring It Back,44,2018-06-08
0K8Sws5s2UwX84hHcM5Apf,1pPmIToKXyGdsCF6LmqLmI,Plug Walk (feat. Ufo361) [Ufo361 Remix],40,2018-06-08
1dijBQRDsHMKMoHuWwiiiH,1pPmIToKXyGdsCF6LmqLmI,Plug Walk (feat. Leafs) [Leafs Remix],22,2018-06-01
1CV8lzOtKUjZ1sb6Ydb7hG,1pPmIToKXyGdsCF6LmqLmI,Plug Walk (with Mabel) [Mabel Remix],34,2018-05-11
4r0VDhXbzNo653zkxFwbL8,1pPmIToKXyGdsCF6LmqLmI,Back Quick,25,2018-03-21
6bGLqYUke9n0xDZQdpn18p,3EXdLajEO02ziZ90P90bSW,Betrayed (Remix),35,2018-03-15
2SiJ7pTCItRaK4YwAvT42v,7DuTB6wdzqFJGFLSH17k8e,Hi Bich (Remix) [feat. YBN Nahmir, Rich The Kid and Asian Doll],43,2018-01-16
4kC70c9QkTCmHaXq7Z4cpE,1pPmIToKXyGdsCF6LmqLmI,Cookies & Sherbert,33,2017-08-25
